Target Churn,Target Code,Current Bill Amt,Avg Calls,Avg Calls Weekdays,Account Age,Percent Increase MOM,Acct Plan Subtype,Complaint Code,Avg Days Delinquent,Current TechSupComplaints,Current Days OpenWorkOrders,Equipment Age,Condition of Current Handset,Avg Hours WorkOrderOpenned
No Churn,0,12712,689.666667,21367,21,0.69382022,Silver,Billing Problem,16,0,0,11,1,0
Churn,1,11906,2596.66667,16530,21,-0.1241611,Silver,Billing Problem,19.6,0,0,8,1,0
No Churn,0,15408,10382.6667,50245.6667,21,-0.1905488,Silver,Billing Problem,10.5,0,0,21,1,0
No Churn,0,15254,4516.33333,23702.6667,21,0.03846154,Silver,Billing Problem,41,0,0,12,1,0
No Churn,0,4982,1915.33333,15020,21,-0.1270637,Gold,Call Quality,0,0,0,7,1,0
Churn,1,37723,3822.33333,13904,21,-0.2069372,Silver,Billing Problem,17.3,0,0,21,1,0
Churn,1,12712,3699.66667,20971.6667,18,-0.9889706,Silver,Call Quality,22,0,0,13,1,0
Churn,1,54214,3089,61165,21,0.40677966,Silver,Billing Problem,26.8,0,0,21,1,0
Churn,1,13157,1070.33333,10566.3333,21,-1,Silver,Call Quality,29,0,0,21,1,0
Churn,1,16949,92,134,21,57.5,Silver,Call Quality,43,0,0,21,1,0
No Churn,0,14382,18519,12633.6667,21,-0.1688889,Silver,Moving,1,0,0,7,1,0
Churn,1,71352,27047,61836,21,-0.376319,Silver,Billing Problem,10,0,0,3,1,0
No Churn,0,25349,24105.3333,102467.333,21,0.14479852,Silver,Billing Problem,5,0,0,7,1,0
Churn,1,5230,271.666667,388.666667,21,-0.8,Gold,Call Quality,22,0,0,3,1,0
Churn,1,12712,1329,3895.33333,21,2.92031873,Silver,Billing Problem,18,0,0,17,1,0
Churn,1,8726,954,4213.66667,21,0.40625,Gold,Billing Problem,10.5,0,0,20,1,0
No Churn,0,16332,23096.3333,36587,21,-0.385,Silver,Check Account,8,0,0,21,1,0
Churn,1,13459,4565.66667,29300.3333,21,-0.2553342,Silver,Call Quality,12,0,0,1,1,0
No Churn,0,10169,1336,9145.66667,21,0.12727273,Silver,Moving,5.3,0,0,2,1,0
Churn,1,12970,496.333333,2589.33333,21,0.39156627,Silver,Billing Problem,20,0,0,9,1,0
Churn,1,15817,3675.33333,12196.3333,21,-0.505,Silver,Billing Problem,15.6,0,0,21,1,0
Churn,1,10296,534.666667,9000.66667,21,-0.25,Gold,Call Quality,4.7,0,0,14,1,0
No Churn,0,19429,20846,33803.6667,21,-0.4453709,Silver,Billing Problem,44.3,0,0,3,1,0
Churn,1,33488,12503.3333,20543.6667,21,-0.221728,Silver,Billing Problem,21,0,0,7,1,0
Churn,1,32589,8826.66667,36954.3333,21,-0.0614286,Silver,Billing Problem,7.3,0,0,11,1,0
No Churn,0,13641,614.666667,26133,21,-0.1917098,Silver,Moving,11,0,0,21,1,0
Churn,1,10169,714,3728.66667,21,-1,Silver,Call Quality,25.8,0,0,20,1,0
No Churn,0,39621,13495.6667,30176.6667,21,-0.0661479,Silver,Billing Problem,9,0,0,8,1,0
Churn,1,13267,9453,21485,21,-0.6756757,Silver,Call Quality,24.7,0,0,8,1,0
Churn,1,6847,23759.6667,38424.6667,21,-0.2416667,Gold,Call Quality,34.3,0,0,6,1,0
No Churn,0,29183,11579.6667,56403.3333,21,-0.065214,Silver,Billing Problem,0,0,0,21,1,0
Churn,1,18217,3490,7641.66667,21,0.24137931,Silver,Call Quality,28.2,0,0,20,1,0
Churn,1,60722,19122.3333,52380,21,-1,Silver,Call Quality,14,0,0,7,1,0
No Churn,0,18471,9233.66667,33882.3333,21,0.99406284,Silver,Moving,9.5,0,0,5,1,0
No Churn,0,25968,19188.6667,63996.6667,21,0.15126702,Silver,Billing Problem,13.8,0,0,8,1,0
Churn,1,10781,3109.66667,11496,21,0.17938931,Silver,Billing Problem,16,0,0,1,1,0
Churn,1,10169,1624.66667,8251,21,0.44578313,Silver,Billing Problem,25.2,0,0,21,1,0
Churn,1,10169,1743.66667,8504.66667,21,-1,Silver,Billing Problem,12.5,0,0,4,1,0
No Churn,0,16590,2633,58178,21,-0.4627507,Silver,Billing Problem,8.5,0,0,21,1,0
Churn,1,12712,551.333333,14584.6667,21,0.11499436,Silver,Call Quality,29.7,0,0,7,1,0
Churn,1,31110,21658,155273,21,-0.3269833,Silver,Billing Problem,16,0,0,11,1,0
Churn,1,16191,6276,37365.3333,21,-1,Silver,Call Quality,12,0,0,9,1,0
No Churn,0,9195,3866,7894,21,0.29069767,Gold,Billing Problem,3,0,0,21,1,0
No Churn,0,27106,11626,69375.6667,21,-0.2268297,Silver,Billing Problem,3.4,0,0,2,1,0
No Churn,0,8602,3535,20007,21,-0.2919255,Gold,Billing Problem,3.2,0,91,21,1,0
Churn,1,25474,1853.66667,8313,21,-1,Silver,Billing Problem,15.2,0,0,21,1,0
Churn,1,27847,21780.3333,87815,21,-1,Silver,Billing Problem,9,0,0,3,1,0
No Churn,0,12958,29635,109736.333,21,-0.4113924,Silver,Billing Problem,9.8,0,0,21,1,0
No Churn,0,21669,3618.66667,19234.3333,21,0.04247104,Silver,Check Account,0,0,0,1,1,0
No Churn,0,12712,5218.33333,15738.6667,21,-0.0666248,Silver,Billing Problem,1.3,0,0,21,1,0
No Churn,0,35020,7358.33333,50023,21,0.04382127,Silver,Moving,9,0,0,3,1,0
Churn,1,18952,2468.66667,24760.3333,21,-0.5866142,Silver,Billing Problem,13.2,0,0,8,1,0
No Churn,0,23029,18575,89028.3333,21,-0.6614311,Silver,Billing Problem,5.2,0,0,17,1,0
Churn,1,19148,11220,42796.3333,21,-0.6187122,Silver,Billing Problem,24,0,0,12,1,0
Churn,1,3627,2767.33333,9300.66667,21,-0.0930233,Gold,Billing Problem,14.2,0,0,7,1,0
Churn,1,2847,393.666667,5120,21,-0.0930233,Gold,Billing Problem,14.2,0,212,19,1,0
Churn,1,8474,1131.66667,2926,21,-1,Silver,Billing Problem,20,0,0,21,1,0
No Churn,0,15905,17441,42696.6667,21,0.15903019,Silver,Billing Problem,4.8,0,0,21,1,0
Churn,1,12712,2009,10740.3333,21,0.04347826,Silver,Billing Problem,19.7,0,0,2,1,0
No Churn,0,14240,2924.66667,13818,21,-0.1516035,Gold,Billing Problem,0,0,0,2,1,0
Churn,1,16543,4887.66667,11279.6667,21,-0.3385827,Gold,Billing Problem,20,0,0,6,1,0
No Churn,0,15536,5210.66667,39154,21,-0.4358108,Silver,Billing Problem,5,0,0,3,1,0
Churn,1,13152,995.666667,18066.6667,21,-1,Silver,Billing Problem,50.3,0,0,7,1,0
Churn,1,12712,1862.33333,2609.66667,21,-1,Silver,Call Quality,18.4,0,0,6,1,0
No Churn,0,20795,1646.66667,42416,21,-0.6308411,Silver,Moving,6.5,0,0,1,1,0
Churn,1,12712,4973.66667,13515.6667,21,-1,Silver,Billing Problem,6.6,0,0,11,1,0
Churn,1,73029,5842,42574.6667,21,1.70011093,Silver,Billing Problem,20.6,0,0,20,1,0
No Churn,0,15864,18644.3333,51797,21,0.87896592,Silver,Moving,1.6,0,0,21,1,0
No Churn,0,13085,1067,37642.6667,21,-0.295302,Silver,Call Quality,20.6,0,0,8,1,0
Churn,1,14575,8309.33333,26287,21,-0.0726093,Silver,Call Quality,14.6,0,0,21,1,0
Churn,1,15254,5905.33333,14537.6667,21,0.1303358,Silver,Call Quality,23,0,0,1,1,0
Churn,1,13136,8730.33333,21408.3333,21,-0.3293413,Silver,Billing Problem,18.7,0,0,9,1,0
Churn,1,13263,5083.33333,37079,21,-1,Silver,Call Quality,13.3,0,0,5,1,0
No Churn,0,37168,11641.6667,56345,21,-0.5256798,Silver,Billing Problem,8.3,0,0,5,1,0
Churn,1,19600,15031,50325.3333,21,0.03238866,Silver,Billing Problem,15.8,0,0,1,1,0
No Churn,0,25424,9724.33333,65896.3333,21,0.02170307,Silver,Billing Problem,10.8,0,0,4,1,0
Churn,1,18435,13651,71557.6667,21,-0.5143443,Silver,Billing Problem,19.8,0,0,5,1,0
Churn,1,26472,709.333333,93864.3333,21,-0.399454,Silver,Billing Problem,16.8,0,0,20,1,0
No Churn,0,12712,8696,33878.3333,21,-0.2210526,Silver,Check Account,6,0,0,3,1,0
No Churn,0,29790,7926,68360,21,-0.0488889,Silver,Billing Problem,1,0,0,20,1,0
No Churn,0,10169,751.333333,3980.33333,21,0.99367089,Silver,Billing Problem,7.6,0,0,8,1,0
No Churn,0,13184,5759.33333,22999,21,0.39790576,Silver,Billing Problem,6.9,0,0,21,1,0
Churn,1,4339,8773.33333,24092,21,-0.9949153,Gold,Billing Problem,19.2,0,0,5,1,0
Churn,1,12712,0,0,21,0,Silver,Billing Problem,12.6,0,0,17,1,0
Churn,1,12712,19616.6667,54012,21,-0.9973498,Silver,Billing Problem,14.7,0,0,22,1,0
No Churn,0,52740,4103.33333,24602.3333,21,-0.2028571,Silver,Billing Problem,17,0,0,21,1,0
Churn,1,42639,19707,35375.6667,21,-0.0053476,Silver,Call Quality,16.3,0,0,11,1,0
Churn,1,9237,3131.66667,7046.66667,21,0.08962264,Silver,Billing Problem,9.3,0,0,20,1,0
No Churn,0,19222,14215.6667,21078.6667,21,0.04637097,Silver,Billing Problem,9.3,0,0,17,1,0
Churn,1,10163,1294.66667,14083.6667,21,-0.9829545,Gold,Call Quality,34.3,0,0,20,1,0
Churn,1,12929,17336.3333,75348,21,-0.2446215,Silver,Billing Problem,32,0,0,3,1,0
No Churn,0,26709,9744,32977.6667,21,0.30686233,Silver,Call Quality,11.5,0,0,21,1,0
Churn,1,40498,11816.3333,31434,21,0.49479167,Silver,Billing Problem,21.2,0,0,25,1,0
No Churn,0,19808,18169.6667,46469,21,0.12794068,Silver,Billing Problem,5,0,0,24,1,0
Churn,1,12712,3072.33333,31614,21,-0.6248459,Silver,Billing Problem,12.3,0,0,7,1,0
Churn,1,22271,8323.33333,44053,21,-0.4285714,Silver,Call Quality,22,0,0,5,1,0
No Churn,0,10169,9927.66667,12854.3333,21,-0.2682927,Silver,Billing Problem,2.8,0,0,8,1,0
No Churn,0,16608,1641.66667,21794.6667,21,0.29386892,Silver,Billing Problem,4.5,0,0,20,1,0
No Churn,0,12712,9072.33333,63801.3333,21,-0.4098361,Silver,Check Account,0,0,0,20,1,0
Churn,1,22290,0,0,21,0,Silver,Billing Problem,12.5,0,0,17,1,0
Churn,1,12612,4493,29633.6667,21,0,Silver,Billing Problem,12.5,0,0,21,1,0
Churn,1,28705,18309,41174.6667,20,-0.8573046,Silver,Call Quality,43.3,0,0,5,1,0
No Churn,0,13512,9566.66667,24883.6667,20,0.09641955,Silver,Moving,10,0,0,2,1,0
Churn,1,12712,11488,25237.3333,20,-0.2645429,Silver,Call Quality,15.3,0,0,20,1,0
No Churn,0,12796,19368,31250.3333,20,-0.6797753,Silver,Billing Problem,5.3,0,0,7,1,0
Churn,1,14140,18718.6667,88289.6667,20,0.21640904,Silver,Call Quality,21,0,0,20,1,0
No Churn,0,18687,10191.3333,54678,20,0.0566164,Silver,Billing Problem,12.5,0,0,6,1,0
Churn,1,63095,10086.3333,45220,20,-0.6334999,Silver,Billing Problem,10.8,0,0,5,1,0
Churn,1,13862,7891,17864.3333,20,-0.3185012,Silver,Call Quality,15.7,0,0,20,1,0
Churn,1,18304,3247.33333,29059,20,-0.9037433,Gold,Call Quality,14.3,0,0,5,1,0
No Churn,0,26508,29925,98288.3333,20,-0.5052029,Silver,Moving,21.5,0,0,19,1,0
Churn,1,12394,5737.66667,18484.6667,20,-0.1825193,Silver,Billing Problem,9.8,0,0,20,1,0
Churn,1,9926,2681,31449.3333,20,-1,Silver,Billing Problem,26.5,0,0,8,1,0
Churn,1,20366,3478,21327,20,-0.3194444,Silver,Billing Problem,8,0,0,18,1,0
No Churn,0,25930,22092,69958.6667,20,-0.0617685,Silver,Billing Problem,6.8,0,0,6,1,0
Churn,1,14024,12251,59470.3333,20,0.25738046,Silver,Billing Problem,7,0,0,5,1,0
Churn,1,12712,18200,60807.3333,20,-1,Silver,Call Quality,2.3,0,0,24,1,0
No Churn,0,11190,19939.3333,161428.667,20,0.38210702,Silver,Billing Problem,21.8,0,0,1,1,0
No Churn,0,37706,8689.33333,29416.6667,20,-0.1952941,Silver,Billing Problem,10.3,0,0,17,1,0
Churn,1,21120,10292.3333,55066,20,-0.9322216,Silver,Call Quality,16.3,0,0,7,1,0
No Churn,0,12987,9098,36812,20,0.72483221,Silver,Billing Problem,6.6,0,0,3,1,0
No Churn,0,13238,12925.6667,52251.6667,20,-0.1527378,Silver,Billing Problem,7.2,0,0,20,1,0
No Churn,0,17958,13197.3333,46309,20,-0.1032172,Silver,Billing Problem,21.5,0,0,2,1,0
Churn,1,16071,3376.66667,6712.66667,20,-0.8590604,Gold,Billing Problem,14,0,0,1,1,0
Churn,1,50439,18447,7747.66667,20,-0.2167488,Silver,Call Quality,5,0,0,10,1,0
Churn,1,18887,1966.33333,24881.6667,20,-0.0275527,Silver,Call Quality,24.2,0,0,8,1,0
Churn,1,13006,167.333333,8352.66667,20,1.55442671,Silver,Billing Problem,14.3,0,0,20,1,0
No Churn,0,12288,662,3561.66667,20,-0.5489036,Silver,Moving,1,0,0,5,1,0
Churn,1,13389,2733.33333,10560,20,0.12087912,Silver,Billing Problem,18.4,0,0,20,1,0
Churn,1,12966,4004.66667,23623,20,-1,Silver,Billing Problem,8.6,0,0,6,1,0
No Churn,0,14388,1181.33333,24633.6667,20,0.41541353,Silver,Check Account,0,0,0,20,1,0
No Churn,0,49041,9794,41934.6667,20,0.18233759,Silver,Billing Problem,12,0,0,9,1,0
Churn,1,44242,6808.66667,38031.3333,20,-0.7980769,Silver,Call Quality,20,0,0,9,1,0
Churn,1,13637,3465.66667,22835.6667,20,-0.195863,Silver,Billing Problem,21.5,0,0,20,1,0
Churn,1,14754,933,2462.33333,20,1.22580645,Silver,Call Quality,7,0,0,20,1,0
Churn,1,14072,3280.66667,1581.33333,20,-1,Silver,Billing Problem,9.5,0,0,28,1,0
Churn,1,12712,2438,2201.66667,20,0.97058824,Silver,Billing Problem,7.7,0,0,20,1,0
Churn,1,10376,0,0,20,0,Silver,Call Quality,47.5,0,0,17,1,0
No Churn,0,20425,6344.66667,17148,20,0.47517275,Silver,Moving,6,0,0,11,1,0
No Churn,0,13008,6777.33333,48729,20,0.12311558,Silver,Moving,5.5,0,0,20,1,0
No Churn,0,47257,9697.33333,28440,20,-0.5047823,Silver,Call Quality,4.7,0,0,20,1,0
Churn,1,14660,770.333333,2380,20,-1,Gold,Call Quality,24.5,0,0,20,1,0
No Churn,0,12966,12130,37969.6667,20,-0.3225806,Silver,Billing Problem,9,0,0,20,1,0
No Churn,0,32979,7012.33333,17554.3333,20,-0.2820513,Gold,Check Account,0,0,0,20,1,0
No Churn,0,16130,4572.33333,29591,20,-0.104224,Silver,Billing Problem,4,0,0,20,1,0
No Churn,0,12712,4322,14532.6667,20,0.20454545,Silver,Billing Problem,2.8,0,7,2,1,0
Churn,1,3449,3299,3975,20,-0.0357143,Gold,Billing Problem,22.8,0,0,7,1,0
No Churn,0,14287,10387.6667,31152.6667,20,-0.1704545,Silver,Billing Problem,7.8,0,0,13,1,0
No Churn,0,13506,12260,48057,20,0.7965133,Silver,Billing Problem,1,0,0,20,1,0
No Churn,0,16058,288,4583,20,-1,Silver,Billing Problem,2,0,0,20,1,0
No Churn,0,13521,3476.33333,21170.6667,20,0.18899083,Silver,Billing Problem,4,0,0,4,1,0
Churn,1,24876,9147.66667,24754.3333,20,-0.4234375,Silver,Billing Problem,12.2,0,0,8,1,0
No Churn,0,4237,743.666667,5529,20,0.15217391,Gold,Billing Problem,13.3,0,0,8,1,0
No Churn,0,5715,13510,23850.3333,20,0.24718945,Silver,Moving,1.7,0,0,8,1,0
No Churn,0,5160,1251.33333,6649.66667,20,-0.1272727,Gold,Billing Problem,7.3,0,0,20,1,0
No Churn,0,26255,18046.3333,70702.6667,20,0.69680851,Silver,Billing Problem,14,0,0,8,1,0
No Churn,0,15253,17311.6667,35448.6667,20,-0.5777244,Silver,Billing Problem,14.7,0,0,8,1,0
Churn,1,12948,5353,19722.6667,20,-1,Silver,Billing Problem,126,0,0,7,1,0
No Churn,0,13538,6441.33333,21908.3333,20,0.56803456,Silver,Check Account,0,0,0,20,1,0
No Churn,0,12712,9846.33333,31655,20,-0.0584298,Silver,Moving,8.4,0,0,20,1,0
Churn,1,15913,3465,18670.6667,20,-1,Silver,Call Quality,50.3,0,0,20,1,0
Churn,1,3779,12579,66960.3333,20,-0.5277419,Silver,Billing Problem,17.2,0,0,7,1,0
Churn,1,10232,16410.6667,47702.3333,20,-0.3376,Silver,Billing Problem,21.6,0,0,20,1,0
No Churn,0,25406,6397.33333,16265,20,0.17924144,Silver,Check Account,0,0,0,20,1,0
No Churn,0,17714,36533.3333,126664.333,20,-0.4735376,Silver,Billing Problem,22,0,0,4,1,0
No Churn,0,18480,22306.3333,28540,20,-0.5131001,Silver,Moving,5.3,0,0,21,1,0
Churn,1,12941,14894.6667,10078.3333,20,-0.0864198,Silver,Billing Problem,10.3,0,0,17,1,0
Churn,1,10169,2845.66667,21821,20,0.12790698,Silver,Billing Problem,12.3,0,0,22,1,0
Churn,1,14096,9495.66667,17228.6667,20,-1,Silver,Moving,4.3,0,0,23,1,0
No Churn,0,22047,1299.66667,8078.33333,20,-0.1057692,Silver,Moving,8,0,0,5,1,0
No Churn,0,20309,10289.3333,23045.6667,20,0.032,Silver,Moving,1,0,0,20,1,0
Churn,1,12771,18572.3333,19384.6667,20,0.12224939,Silver,Billing Problem,6.2,0,0,7,1,0
Churn,1,67011,2939,23228.3333,20,-1,Gold,Billing Problem,15,0,0,2,1,0
Churn,1,12888,8989.33333,43620,20,0.23977433,Silver,Call Quality,21.2,0,0,12,1,0
No Churn,0,15340,10826.3333,17925.3333,20,0.04642564,Silver,Billing Problem,3,0,0,0,1,0
No Churn,0,35070,5867.33333,22396.6667,20,-0.6520142,Silver,Billing Problem,8.8,0,0,9,1,0
Churn,1,22607,8093.66667,51543.6667,20,-1,Gold,Billing Problem,12.8,0,0,13,1,0
Churn,1,20497,7021.33333,53625.6667,20,-0.9907345,Silver,Billing Problem,32.3,0,0,7,1,0
Churn,1,11723,9540.33333,23015.6667,20,0.01013074,Silver,Call Quality,12.7,0,0,8,1,0
Churn,1,18390,44625,125198.667,20,-1,Silver,Call Quality,72,0,0,20,1,0
No Churn,0,7110,3845.33333,9323.66667,20,0.19469027,Gold,Billing Problem,27.5,0,0,20,1,0
Churn,1,25053,28139.3333,157107.333,20,-1,Silver,Billing Problem,14.2,0,0,2,1,0
Churn,1,17222,20619,43586.6667,20,-0.1644477,Silver,Billing Problem,19,0,0,0,1,0
Churn,1,31550,6960.33333,30177.6667,20,-0.5572082,Silver,Billing Problem,20,0,0,4,1,0
Churn,1,3908,974.666667,1692.66667,20,-0.8214286,Gold,Call Quality,14,0,0,20,1,0
No Churn,0,7377,5926.33333,32561.6667,20,0.79361702,Gold,Billing Problem,7.3,0,4,5,1,0
Churn,1,11507,17195.3333,37260,20,-0.6518375,Gold,Billing Problem,7.5,0,0,20,1,0
Churn,1,29086,24496.6667,57396,20,-0.2863651,Silver,Billing Problem,15.7,0,2,9,1,0
Churn,1,12712,15347.3333,41921,20,-0.3017508,Silver,Billing Problem,16.2,0,0,20,1,0
Churn,1,13319,1639.33333,7854,20,-0.1961722,Silver,Call Quality,0,0,0,7,1,0
No Churn,0,4237,796.666667,5320,20,0.91176471,Gold,Billing Problem,0,0,0,7,1,0
No Churn,0,12712,5252.33333,25939.3333,20,0.24285714,Silver,Billing Problem,1,0,0,3,1,0
No Churn,0,8474,273,6769,20,0.45,Silver,Moving,3,0,0,26,1,0
Churn,1,12712,8861,19425.3333,20,-0.1685714,Silver,Billing Problem,6.8,0,0,19,1,0
Churn,1,16930,2991,19401.6667,20,-0.34375,Silver,Call Quality,26.3,0,0,20,1,0
Churn,1,5070,4237.33333,12291.6667,20,-0.5120118,Silver,Call Quality,21.6,0,0,6,1,0
No Churn,0,4237,866.666667,5036.33333,20,0.77,Gold,Billing Problem,10.5,0,0,27,1,0
Churn,1,12962,88.6666667,1763.33333,19,1.484375,Silver,Call Quality,23,0,0,19,1,0
Churn,1,8474,4948,9873,20,-0.7736162,Silver,Call Quality,0,0,0,10,1,0
No Churn,0,12712,1883.66667,36640,20,0.22704508,Silver,Billing Problem,1.7,0,0,5,1,0
Churn,1,12923,2487,9673.66667,20,-0.7285714,Silver,Billing Problem,29.6,0,0,6,1,0
No Churn,0,12046,1905.66667,30785,20,-0.5074557,Silver,Moving,0,0,0,9,1,0
No Churn,0,21799,4228.66667,17912,20,0.15147059,Silver,Billing Problem,17.7,0,0,6,1,0
Churn,1,59061,3649.33333,14292,20,-0.3111346,Silver,Call Quality,11.3,0,0,20,1,0
Churn,1,29326,11292,46120,20,0.1070615,Silver,Billing Problem,19,0,0,0,1,0
Churn,1,12712,9793,20243.3333,20,0.60169492,Silver,Billing Problem,7,0,0,7,1,0
Churn,1,10169,0,0,20,0,Silver,Billing Problem,25.8,0,0,17,1,0
No Churn,0,15295,5173,33371,20,-0.0435997,Silver,Call Quality,23,0,0,2,1,0
Churn,1,21770,19401.3333,41724.6667,20,-0.4910989,Gold,Billing Problem,33.8,0,0,1,1,0
No Churn,0,13939,8903,20502.6667,20,-0.329582,Silver,Billing Problem,13.3,0,0,20,1,0
Churn,1,15674,3196.33333,10077.3333,20,-0.990991,Silver,Call Quality,33,0,0,20,1,0
No Churn,0,15254,16667.6667,118252.667,20,0.06883494,Silver,Moving,10,0,0,1,1,0
Churn,1,30071,16722,31161,20,-1,Silver,Call Quality,12.7,0,0,19,1,0
No Churn,0,12712,8817.33333,14739.6667,20,0.3740458,Silver,Billing Problem,1,0,0,20,1,0
Churn,1,9269,3228.33333,6114,20,0.71210294,Silver,Billing Problem,43.4,0,0,20,1,0
No Churn,0,4237,9561,44336,20,-0.1888853,Silver,Billing Problem,0,0,0,5,1,0
No Churn,0,13006,1777.33333,9361,20,0.30083072,Silver,Billing Problem,17.8,0,0,4,1,0
Churn,1,21187,21825,67138,20,-0.0220564,Silver,Call Quality,24.3,0,0,4,1,0
Churn,1,12977,1539.33333,25367.6667,20,0.41269841,Silver,Billing Problem,11,0,0,19,1,0
Churn,1,10169,0,0,20,0,Silver,Billing Problem,25,0,0,20,1,0
Churn,1,20436,10983.3333,25728,20,-0.0575626,Silver,Call Quality,4,0,0,20,1,0
No Churn,0,30477,23278.3333,45194.3333,20,0.11404336,Silver,Billing Problem,40,0,0,7,1,0
Churn,1,13350,5810,24834,20,-0.0680272,Silver,Billing Problem,14.8,0,0,1,1,0
No Churn,0,18479,2146.66667,22549.3333,20,0.38979592,Silver,Check Account,0,0,0,9,1,0
No Churn,0,12712,11810.6667,28311.6667,20,-0.0662252,Silver,Billing Problem,8.5,0,0,19,1,0
Churn,1,20300,7275.66667,36570.6667,20,0.2325856,Silver,Billing Problem,16.3,0,0,3,1,0
No Churn,0,12824,1701,4534.33333,20,-0.1483871,Silver,Call Quality,23.8,0,0,6,1,0
Churn,1,12839,5308,60723,20,-0.3365042,Silver,Billing Problem,13.6,0,0,19,1,0
No Churn,0,12712,7547.33333,23592,20,0.0195122,Silver,Billing Problem,2.8,0,0,20,1,0
Churn,1,40504,18056.3333,91048.6667,20,-0.1532832,Silver,Call Quality,40.3,0,0,19,1,0
No Churn,0,13734,5332.66667,74081.6667,20,-0.1060065,Silver,Billing Problem,16.3,0,0,5,1,0
Churn,1,13468,14904.3333,56582,20,-0.0010953,Silver,Billing Problem,18,0,14,4,1,0
No Churn,0,12712,6133.33333,17230.3333,20,-0.0185615,Silver,Moving,0,0,0,19,1,0
No Churn,0,27912,26040.3333,51302,20,-0.4927954,Silver,Billing Problem,24.8,0,0,3,1,0
No Churn,0,12712,4329.33333,19834.3333,20,-0.4927954,Silver,Billing Problem,24.8,0,4,5,1,0
No Churn,0,25723,7822,78274.3333,20,-0.4170047,Silver,Billing Problem,8.2,0,0,11,1,0
Churn,1,12365,6239,8915.33333,20,-0.6971554,Silver,Billing Problem,11,0,0,19,1,0
Churn,1,20681,23261.6667,28493.6667,20,-0.9960053,Silver,Billing Problem,24.3,0,0,20,1,0
Churn,1,13142,22968,63850.3333,20,-0.2298716,Silver,Call Quality,10.5,0,0,19,1,0
No Churn,0,10169,4802,51225.3333,20,-0.0792079,Silver,Check Account,9.3,0,272,1,1,0
Churn,1,24374,18563.6667,60126.6667,20,-0.485607,Silver,Call Quality,28,0,0,3,1,0
Churn,1,13151,2353.33333,10237.3333,20,-0.485607,Silver,Call Quality,28,0,0,19,1,0
Churn,1,12745,5821.66667,23848.6667,20,-0.6125,Silver,Billing Problem,20.5,0,0,20,1,0
No Churn,0,28160,8953.66667,20889.3333,20,-0.1972789,Silver,Billing Problem,7.5,0,0,19,1,0
No Churn,0,11017,5645,34218.3333,20,-0.1375921,Silver,Billing Problem,10.1,0,0,8,1,0
Churn,1,8747,3087.66667,16028.6667,20,-1,Silver,Billing Problem,23,0,0,19,1,0
Churn,1,32767,5923.66667,19330,20,0.04560261,Silver,Call Quality,36.3,0,0,19,1,0
No Churn,0,19316,4058.33333,20530.3333,20,-0.1283784,Silver,Billing Problem,12.3,0,0,12,1,0
No Churn,0,14415,3060.33333,4358.33333,20,-0.0709677,Silver,Moving,2,0,0,19,1,0
Churn,1,12712,16099.3333,45274.6667,20,-0.9906542,Silver,Call Quality,27,0,20,9,1,0
Churn,1,25583,30465.3333,192312,19,-1,Silver,Billing Problem,27.6,0,0,5,1,0
No Churn,0,17124,466.333333,5543,19,0.42424242,Silver,Billing Problem,6.8,0,0,19,1,0
No Churn,0,12712,3773.33333,23145,19,0.10614525,Silver,Moving,0,0,0,19,1,0
Churn,1,21550,4210.66667,60251.6667,19,-0.2371342,Silver,Billing Problem,13.2,0,8.5,0,1,0
No Churn,0,10190,397.333333,3868.33333,19,-0.5580556,Silver,Billing Problem,4.9,0,0,19,1,0
No Churn,0,13372,22237.3333,54725,19,-0.0239521,Silver,Moving,14.3,0,0,8,1,0
No Churn,0,21067,2002.66667,14610.6667,19,1.53846154,Silver,Billing Problem,20.8,0,0,1,1,0
No Churn,0,10169,2081.66667,11477.6667,19,0.15789474,Silver,Billing Problem,2.8,0,0,7,1,0
No Churn,0,33893,2490,42527,19,1.8559322,Silver,Call Quality,13.5,0,0,8,1,0
Churn,1,91233,49780,127512,19,-0.6157206,Silver,Billing Problem,16.2,0,0,19,1,0
Churn,1,8474,8016,19839.3333,19,-0.2760992,Silver,Call Quality,20.7,0,0,5,1,0
No Churn,0,23003,10834,39287,19,-0.1708972,Silver,Billing Problem,25.2,0,0,3,1,0
No Churn,0,12747,6170.66667,29461.3333,19,-0.1738149,Silver,Billing Problem,5.8,0,0,19,1,0
No Churn,0,60141,30907.6667,152635,19,-0.1526092,Silver,Moving,10,0,21,7,1,0
Churn,1,25648,6185.66667,23024,19,-0.8670223,Silver,Call Quality,12.4,0,0,15,1,0
Churn,1,32550,5302,41021,19,-1,Silver,Billing Problem,17.7,0,0,10,1,0
No Churn,0,30636,1912.33333,9108,19,0.13207547,Silver,Moving,0,0,0,19,1,0
Churn,1,48193,3284,78643.3333,19,-0.775,Silver,Billing Problem,13.7,0,0,19,1,0
No Churn,0,24651,3351,23977.3333,19,-0.6319703,Silver,Billing Problem,10.4,0,0,19,1,0
Churn,1,12991,23816.6667,147046.333,19,-1,Silver,Call Quality,37.7,0,0,19,1,0
No Churn,0,12712,3521,12671,19,0.23275862,Silver,Billing Problem,4,0,140,5,1,0
Churn,1,10169,1222.66667,3421.33333,19,-1,Silver,Moving,3.7,0,0,5,1,0
